Strike,Bid,Ask,Last,Volm
6400,0,0,340,0
6600,0,0,380,0
6800,0,0,424,0
7000,0,0,471,0
7200,0,0,521,0
7400,0,0,574,0
7600,0,0,631,0
7800,0,0,691,0
8000,0,0,755,0
8200,0,0,823,0
8400,0,0,895,0
8600,0,0,970,0
8800,0,0,1050,0
9000,0,0,1134,0
9200,0,0,1222,0
9400,0,0,1315,0
9600,0,0,1415,0
9800,0,0,1520,0
10000,0,0,1629,0
10200,0,0,1743,0
10400,0,0,1862,0
10600,0,0,1985,0
10800,0,0,2113,0
11000,0,0,2245,0
11200,0,0,2382,0
11400,0,0,2524,0
11600,0,0,2669,0
11800,0,0,2820,0
12000,0,0,2974,0
