Strike,Bid,Ask,Last,Volm
6400,0,0,3531,0
6600,0,0,3379,0
6800,0,0,3231,0
7000,0,0,3084,0
7200,0,0,2941,0
7400,0,0,2800,0
7600,0,0,2662,0
7800,0,0,2527,0
8000,0,0,2395,0
8200,0,0,2265,0
8400,0,0,2139,0
8600,0,0,2016,0
8800,0,0,1896,0
9000,0,0,1779,0
9200,0,0,1665,0
9400,0,0,1555,0
9600,0,0,1452,0
9800,0,0,1353,0
10000,0,0,1257,0
10200,0,0,1165,0
10400,0,0,1077,0
10600,0,0,993,0
10800,0,0,912,0
11000,0,0,835,0
11200,0,0,761,0
11400,0,0,692,0
11600,0,0,626,0
11800,0,0,564,0
