Strike,Bid,Ask,Last,Volm
6400,0,0,3272,0
6600,0,0,3112,0
6800,0,0,2956,0
7000,0,0,2803,0
7200,0,0,2653,0
7400,0,0,2506,0
7600,0,0,2363,0
7800,0,0,2223,0
8000,0,0,2087,0
8200,0,0,1955,0
8400,0,0,1827,0
8600,0,0,1702,0
8800,0,0,1582,0
9000,0,0,1466,0
9200,0,0,1354,0
9400,0,0,1247,0
9600,0,0,1147,0
9800,0,0,1052,0
10000,0,0,961,0
10200,0,0,875,0
10400,0,0,794,0
10600,0,0,717,0
10800,0,0,645,0
11000,0,0,577,0
11200,0,0,514,0
11400,0,0,456,0
11600,0,0,401,0
11800,0,0,352,0
12000,0,0,306,0
